search_id,split,a,b,y,time_diff,distance_diff,intersection_weighted_diff,merge_weighted_diff,narrow_weighted_diff,turn_weighted_diff,consecutive_weighted_diff,child_100m_weighted_diff
8,train,2,0,1,47.47418572883373,-582.1917951287355,0.0,0.0,-56.423361117111156,-0.0,0.0,0.0
8,train,2,1,1,-125.04798731763037,-1459.2324764683935,-0.3333333333333333,-0.0,-166.72030235716772,0.0,0.5,-0.0
9,train,2,0,1,-124.00595921172567,827.0327084060727,0.0,-378.55219336247075,-1004.6431512765762,0.0,-0.0,-0.0
9,train,2,1,1,-39.77131554355992,921.4757152219372,0.0,-263.274812401146,-520.8454529647994,0.0,0.0,0.0
10,validation,0,2,0,-177.3544486934536,-27.26016108639851,-0.0,0.0,0.0,1.0,0.0,0.0
10,validation,2,1,1,-102.23053867425887,-930.5337697182481,0.0,-0.0,-0.0,-1.0,-0.0,-0.0
11,train,0,1,0,-68.3049242787053,1.9336686127635403,0.0,-0.0,-260.71530285710963,0.6666666666666666,0.0,0.0
11,train,1,2,1,-53.663377263892244,-480.16073915445577,0.0,0.0,-132.20729585540101,-0.6666666666666666,-0.0,-35.400153605284586
12,train,0,1,1,-182.441653820848,-732.3444107037772,-0.06666666666666667,-5.008232902905547,26.2647096155784,-0.26666666666666666,0.0,44.82188676440906
12,train,0,2,1,-162.8750635766694,-665.5953199890391,-0.2,44.12224783652133,22.58617349506488,0.0,-0.0,12.823833429609227
13,train,2,0,1,-50.160318519557165,-146.33939687608336,-0.23809523809523808,62.041090870966656,95.95028935169614,0.14285714285714285,-0.047619047619047616,-169.96256664124022
13,train,1,2,0,-139.2991601876888,-637.6080883018121,0.23809523809523808,-70.08577672597991,-80.84320843145333,0.14285714285714285,-0.047619047619047616,84.76100022573237
14,train,1,0,1,-304.3336260380197,736.6537444086657,0.0,-61.359577205172414,-0.0,0.0,0.0,-123.51625820284875
14,train,1,2,1,-257.6336472437896,71.10706588521407,0.0,-78.80918932702568,-0.0,0.3333333333333333,0.0,-174.14792428202037
15,validation,0,1,1,69.52778273554452,236.06172523078476,-0.0,-0.0,0.0,0.0,0.0,1.079626018059154
15,validation,2,0,0,-5.498980358654762,-68.99209358059488,0.0,0.0,-0.0,0.3333333333333333,-0.0,301.6030783999015
16,validation,1,0,0,83.72840505971897,637.4816305481481,0.0,134.70035331468534,0.0,0.16666666666666666,0.0,30.08031264757323
16,validation,2,0,0,41.60006380555882,1111.0914091399413,0.0,-56.90077039637473,0.0,0.0,0.0,202.59253305390115
17,validation,0,1,1,144.42727994749447,-111.12279428480315,0.0,0.0,-0.0,0.0,0.0,0.0
17,validation,2,0,0,160.66675851997138,859.1958195589864,-0.0,-0.0,-0.0,0.0,0.0,0.0
18,train,0,2,0,-344.7476719166815,-1555.495273710399,0.047619047619047616,377.8267959010396,34.93613026979715,-0.09523809523809523,0.0,27.481359486915963
18,train,2,1,1,35.974340852753244,218.6376993903923,-0.047619047619047616,-336.0157547607192,-66.65395425699093,-0.19047619047619047,0.0,-49.4141490848916
19,train,0,1,0,-370.87595578321736,-1289.9525350060667,-0.0,0.0,-0.0,0.0,-0.0,0.0
19,train,1,2,1,254.7291097025527,517.2286805534231,-0.0,0.0,0.0,-1.0,0.0,-0.0
20,train,0,2,0,491.0263768232652,1444.081653319994,-0.0,486.04681360346,222.50368342930284,0.0,0.4,-9.633681455402906
20,train,2,1,1,-283.02889748507596,-1537.0244046330718,0.0,394.6212156467371,-166.92981606970807,-0.0,-1.0,24.470876471385793
21,train,2,0,1,-37.04722896733986,-180.9447750146444,0.0,-8.219901750534632,79.0492940414706,-0.3,-0.0,3.3095679164211766
21,train,1,2,0,94.40555066834375,0.0,-0.0,6.5143898231411415,-249.69013877882742,0.0,-0.0,52.46288486870757
22,train,2,0,1,-178.76878321439324,-317.2683332818651,0.06666666666666667,-327.67847418607647,-56.02622697392159,0.0,-1.3333333333333333,-0.0
22,train,2,1,1,-246.36086130990986,-1216.113885531594,-0.13333333333333333,-201.82591884331433,125.09918824201284,-0.13333333333333333,-0.8,0.0
23,train,0,2,0,-258.8763834332801,-800.4401209262469,0.0,0.0,0.0,0.0,-0.0,-0.0
23,train,2,1,1,287.1844844679687,635.8637460297091,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
24,train,1,0,0,-405.34672130331035,-1176.388375313768,-0.0,1.0915604205003242,31.225330666477582,-0.13333333333333333,1.0,-11.566102661889037
24,train,2,0,0,85.32180042491814,4.128814879431047,-0.0,-255.17955602047826,60.272595039940036,0.0,1.2000000000000002,-15.192171552108915
25,train,0,2,0,241.1887332406102,2879.700031824059,-0.3333333333333333,0.0,0.0,0.0,0.5,82.40302696287588
25,train,2,1,1,-34.98539302581207,-920.7207116793807,0.5,0.0,0.0,-0.0,-3.0,-74.41355564029548
26,train,1,0,1,-49.9762926983974,349.87134295468786,0.0,-81.03071787862962,-0.0,-0.8,0.6,76.67920712699633
26,train,1,2,1,200.78713144538165,566.818178566893,0.0,-12.17863314926715,-0.0,-1.6,0.3,110.6553319919327
27,train,2,0,1,-138.96950054337788,-237.26999233734205,-0.0,-0.0,-0.0,0.0,-0.0,0.0
27,train,1,2,0,84.79248199849286,-439.6433230845496,0.0,-0.0,0.0,0.0,-0.0,-0.0
28,train,0,1,0,137.76644635796606,-2710.0117735307067,-0.0,-0.0,-0.0,0.0,-0.0,0.0
28,train,1,2,1,-267.8379733776651,306.4291766225306,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
29,validation,1,0,1,24.076562480228915,-1019.3385398675896,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
29,validation,2,1,0,-73.92899388469147,1165.9564443943664,0.0,0.0,-0.0,0.0,0.0,0.0
30,train,1,0,0,-122.33315633549904,753.1142037725394,-0.2,-0.0,-77.70559127009147,0.0,1.7999999999999998,-91.701972837842
30,train,0,2,1,113.05837529653877,-439.30887351187994,0.0,0.0,40.13683426814271,0.0,-0.6,-21.667031418782383
31,test,2,0,1,33.172146316022804,-1143.0471109461278,0.0,-0.0,-0.0,0.0,-6.0,-0.0
31,test,2,1,1,-71.540353887131,-1885.4423069214836,0.0,-0.0,-0.0,-0.0,-4.0,-0.0
32,train,0,1,0,-150.9238690482594,-175.60243734384449,0.0,-0.0,206.80653328261738,1.0,0.3333333333333333,-0.0
32,train,2,1,0,332.49596636376054,685.397234967968,0.0,0.0,61.01327046915539,0.5,0.3333333333333333,0.0
33,train,0,1,1,-180.26281159583039,-1351.5893136180957,0.0,-0.0,-0.0,0.0,-0.0,0.0
33,train,0,2,1,-51.139859657743614,-1072.2513206636177,0.0,-0.0,0.0,-0.0,0.0,-0.0
34,train,0,2,0,135.9312624495584,82.12013747305718,-0.0,34.54205873949015,-0.0,0.0,1.2000000000000002,36.809975190672695
34,train,2,1,1,-55.524160283865456,74.19356647179984,0.0,-199.59908417930762,-0.0,-0.1,0.0,-3.17565889638268
35,train,0,1,0,296.9951210333528,447.4421227537505,0.0,-13.180343381220197,-22.510855289794918,0.0,0.0,30.068120971488874
35,train,1,2,1,-428.6429295909918,1320.8241396347858,-0.2857142857142857,35.21985874377281,-52.18844760358659,0.0,0.47619047619047616,-7.5677828790414035
36,validation,1,0,0,-159.43769290240232,-10.436353717326256,0.0,0.0,-0.0,1.0,-0.0,-0.0
36,validation,2,0,0,-232.16869412452445,-623.8328647308826,0.0,-0.0,0.0,1.0,0.0,-0.0
37,train,0,1,0,81.00845944825744,679.8925102581525,0.4,129.39372113263184,10.490965644367089,0.1,0.0,0.0
37,train,2,1,0,-115.641187483909,235.17295077735525,0.8,322.81524834825046,68.35402370562505,0.1,-0.0,0.0
38,train,0,1,1,172.43834367195677,-3.5205489010459132,0.0,3.438396639936082,-21.687436242362992,-0.3,0.0,-136.7836997023217
38,train,2,0,0,-213.23661814716468,-145.54599659296582,-0.0,-101.89266788653737,-74.67768692924666,0.6,0.0,101.6177453478067
39,test,1,0,1,-692.8318191875796,17.7979208939787,-1.0,25.03407321439945,-40.08151164230672,-0.6000000000000001,1.0666666666666667,-0.0
39,test,1,2,1,-416.93988336991197,770.2667229499611,0.0,-233.2018777806334,-18.0507084514448,0.0,0.5333333333333333,-0.0
40,train,2,0,1,-758.6358334711354,-5059.905008378591,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
40,train,1,2,0,399.09884334200615,1448.8026161616153,0.0,0.0,0.0,0.0,0.0,-0.0
41,train,0,1,1,331.02452958373885,-60.26525012305456,-0.5,-0.0,0.0,0.0,0.6666666666666666,-56.963691607558054
41,train,0,2,1,122.78184657933343,-619.9075783525577,0.5,0.0,-0.0,-0.0,0.3333333333333333,-159.17464495638353
42,test,1,0,1,-48.95198387759865,1220.812305542598,0.0,-0.0,-155.46186393519508,0.0,0.0,-264.21570669951666
42,test,2,1,0,272.65803685330366,-897.8364789595962,0.0,0.0,181.45720894394097,0.0,0.0,116.6493511938624
43,train,1,0,1,-98.20638569611737,217.0781240322449,0.0,-189.09259515640554,0.0,0.0,-0.0,-52.02888348709345
43,train,2,1,0,288.9098308639307,740.1263475213495,0.3333333333333333,146.46822307069033,0.0,0.0,0.0,96.20658224342748
44,train,0,2,0,209.5577820623202,1457.7801355520105,0.3333333333333333,-33.05935112175749,228.96837912927646,0.13333333333333333,0.8,-0.0
44,train,1,2,0,245.74024516349738,662.6258055933326,-0.6666666666666666,83.89146423762129,-19.247780348114436,0.0,1.2000000000000002,-0.0
45,train,0,1,0,-273.5766747482344,-765.5626091552249,0.0,0.0,-0.0,0.3333333333333333,0.0,0.0
45,train,1,2,1,-365.1333721380107,352.60895689234894,0.0,-0.0,0.0,-0.5,-1.0,-0.0
46,train,0,1,0,34.74920351441534,287.6797678155817,0.0,0.0,-0.0,0.0,0.0,0.0
46,train,2,1,0,456.4497600700366,1029.075434548212,0.0,0.0,-0.0,0.0,0.0,0.0
47,train,1,0,0,52.75418989255837,593.0655244254262,-0.0,-0.0,-0.0,0.3333333333333333,0.0,20.56129671710579
47,train,2,0,0,-35.98442689768541,423.80774897201036,-0.0,-0.0,-0.0,0.0,0.0,-18.220164079329358
48,train,0,2,0,356.58797415326774,2004.3261382947207,-0.0,244.63432669241513,30.36094383126812,0.0,0.4,-11.77258240686657
48,train,1,2,0,-77.129986629467,-16.04787219655418,-0.0,5.721793730965192,187.11031599864663,0.0,2.0,-6.528875220044774
49,train,2,0,1,218.10886032280217,-587.8612177044242,0.0,0.0,0.0,0.0,-0.0,23.501778676558075
49,train,1,2,0,-232.07928107647473,904.9295913736096,0.0,-0.0,0.0,0.0,0.0,47.43168982385261
50,train,0,2,0,-25.970142301066403,-1685.014395194553,-0.5333333333333333,181.4484405117049,22.77410685190156,0.0,2.333333333333333,-61.966361081299986
50,train,2,1,1,-766.9595086604206,-346.7905918768529,0.8,87.21923722027007,-18.330916253156342,0.0,-1.3333333333333333,61.966361081299986
51,train,0,2,0,-87.7618085202671,-146.09582455124428,0.0,66.33983262709694,-36.44410582786669,0.06666666666666667,0.8,-0.0
51,train,2,1,1,35.907471317009936,13.177962453623877,0.0,67.35225654782535,9.85763092341834,-0.13333333333333333,-0.5333333333333333,-0.0
52,train,1,0,0,541.439331619649,-143.38647074221353,0.0,0.0,0.0,0.0,0.0,-0.0
52,train,0,2,1,-528.1936578781815,359.2624838126112,0.0,-0.0,-0.0,0.0,0.0,0.0
53,train,1,0,0,202.70623874502985,1289.6493450658209,0.0,0.0,-0.0,-0.0,0.0,0.0
53,train,2,0,0,188.7323809216648,2493.1968304985057,0.0,0.0,0.0,0.0,0.0,0.0
54,train,0,1,0,173.98476482835565,-376.0966837577689,-0.0,-0.0,0.0,1.0,0.0,0.0
54,train,1,2,1,199.97807382739984,420.1440464487223,0.0,0.0,0.0,-2.0,-0.0,-0.0
55,train,1,0,0,135.77058886418058,-275.6200840032361,0.0,0.0,0.0,0.0,-0.0,0.0
55,train,0,2,1,-270.4131352052832,36.014388594287084,0.0,-0.0,0.0,0.0,-0.0,-0.0
56,train,1,0,0,50.7988142212036,641.4879581698183,0.0,-0.0,0.0,-0.0,0.0,0.0
56,train,0,2,1,-125.392363423809,-948.3797690924766,-0.0,-0.0,-0.0,0.0,0.0,0.0
57,train,1,0,1,-182.00688519653477,-228.2476973736525,0.0,0.0,-14.411668690017656,0.0,-0.2,-199.09545455277203
57,train,1,2,1,16.269974404220306,-272.5312656611027,0.0,-0.0,-123.18063850362404,0.0,-0.6000000000000001,-85.37597366803398
58,train,2,0,1,-448.49912543349114,-656.27663748342,-0.0,0.0,0.0,-0.0,-0.0,0.0
58,train,1,2,0,542.8555480635555,202.23940362968642,0.0,0.0,-0.0,-0.0,0.0,-0.0
59,train,0,1,1,-99.60344437725126,-1025.071595770245,0.0,0.0,89.53203240578071,0.0,-0.5,-32.787328992731254
59,train,2,0,0,-117.23064306213288,-560.9401760373457,-0.0,-0.0,-138.20092697511143,-0.0,2.0,-15.647485678610247
60,train,0,2,0,294.7074537555976,63.458772902630244,0.0,-0.0,-0.0,0.0,0.0,32.816853104596575
60,train,1,2,0,29.35998725680338,567.2585698196472,0.0,-0.0,0.0,0.0,-0.0,29.23929467162505
61,train,0,1,1,43.779168145792255,1.0414349815832793,0.0,110.50907395999509,-0.0,-0.0,0.0,0.0
61,train,0,2,1,-109.17356539712802,-104.50798899601386,-0.5,-12.800962669918817,-0.0,0.0,-0.0,0.0
62,train,0,1,1,-469.40123541742923,-173.95368212877884,0.0,-0.0,-0.0,0.0,0.0,0.0
62,train,0,2,1,-280.50342597662257,-495.7271571803817,0.0,-0.0,-0.0,0.0,0.0,0.0
63,validation,0,2,0,169.9664189635186,-381.1747673879936,0.0,0.0,-0.0,0.0,0.0,174.55048435934972
63,validation,1,2,0,-85.39838763899036,-565.1589121687557,0.0,0.0,0.0,0.0,0.0,216.39561122655667
64,train,0,1,1,-86.873944260624,-519.2962257510785,-0.0,-0.0,-0.0,0.0,0.0,-0.0
64,train,2,0,0,30.81009828636627,659.0657258539131,0.0,-0.0,0.0,0.0,-0.0,-0.0
65,test,0,1,0,557.9368067130447,2521.901826781534,0.26666666666666666,-54.76561761942612,-0.0,0.3333333333333333,0.3333333333333333,-38.359442652830445
65,test,2,1,0,-113.67032986318657,1526.4671811817457,0.8,-160.70633831239,0.0,0.3333333333333333,0.3333333333333333,13.683289138115924
66,train,0,2,0,208.9547904753574,1263.497021255856,0.5333333333333333,-0.0,35.198848164012944,0.2,1.0,-32.045108827462464
66,train,1,2,0,17.460678575216207,813.9741493984834,0.26666666666666666,-0.0,35.959044509468654,0.4,0.3333333333333333,-55.855735079203896
67,train,1,0,1,-72.0768295931889,-569.1723781637452,-0.0,2.1961870228256393,-72.91306042499441,0.0,0.6000000000000001,27.728142551470807
67,train,2,1,0,43.58923949063427,468.40293439257084,0.0,86.76021377306516,74.50200513808434,0.0,0.6000000000000001,32.624433341837076
68,train,1,0,0,422.9030888166741,233.66646013983063,0.0,0.0,0.0,0.0,0.0,0.0
68,train,2,0,0,226.5453742841371,15.835857478484286,0.0,0.0,0.0,0.0,0.0,0.0
69,train,0,1,1,-164.82123338796464,-1084.3616147509715,0.0,-0.0,-246.80650841638084,-0.3333333333333333,-0.0,-0.0
69,train,2,0,0,395.63669849168684,499.8194883704682,0.0,0.0,313.023762503728,0.0,0.0,-0.0
70,train,0,2,0,133.7994121542547,1655.1477431452804,-0.4,437.6793544385612,0.0,-0.1,1.5,0.0
70,train,2,1,1,-656.1846520947445,-2340.6689380004664,0.8,-184.70092181597417,-0.0,0.2,-0.3,0.0
71,train,0,1,1,-12.229175329855536,-154.00648461981427,0.13333333333333333,136.18076988998615,2.5544980498514294,0.0,0.26666666666666666,13.009500753091878
71,train,0,2,1,32.32110269616231,264.35731332563864,0.26666666666666666,521.6339677389985,20.95628815257879,0.0,0.0,13.009500753091878
72,train,1,0,0,581.1840290510249,3100.981805605655,0.0,150.31174730824733,-0.0,0.26666666666666666,0.4,-5.183541645299315
72,train,0,2,1,-392.3671025382349,-754.0064429432282,-1.0,137.7616802055107,-0.0,0.0,-0.8,14.884619869281186
73,test,0,1,1,146.7628942124195,1269.6067175351745,0.0,0.0,-116.78352189115039,0.0,0.13333333333333333,-57.258602455243796
73,test,0,2,1,-325.99335777262013,185.65643393497157,0.26666666666666666,0.0,98.10207404437897,0.0,0.2,-25.309965083839653
74,test,1,0,1,113.2364515680161,377.97558814485046,0.0,-0.0,0.0,-0.0,-0.0,-76.05832852876296
74,test,1,2,1,-87.12291567691625,-1375.284237503105,-0.3333333333333333,-0.0,-0.0,-0.0,-0.0,-71.56209960285598
75,test,0,1,0,108.41541506336722,196.82730189959238,0.0,0.0,0.0,0.0,-0.0,-0.0
75,test,1,2,1,36.17446155615778,229.0023150208026,-0.0,-0.0,-0.0,0.0,0.0,0.0
76,test,1,0,0,94.30242590491696,261.05065770127385,0.0,-7.83484928754333,2.4908815712772596,-0.0,-0.0,-55.161358355948266
76,test,0,2,1,39.85120452569606,-1834.9401810695545,0.0,-116.35786760614738,-39.29816047131091,-0.0,0.0,17.38003127376396
77,train,0,1,0,254.9613354029833,-296.3500340388382,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
77,train,1,2,1,45.63424725681398,1260.7730112152894,0.0,-0.0,-0.0,0.0,0.0,0.0
78,test,0,1,0,22.736950948498816,113.87309186238417,-0.3333333333333333,0.0,-0.0,-0.0,0.0,381.7848914606696
78,test,1,2,1,138.52677754856472,1186.3214763075066,0.6666666666666666,0.0,-0.0,-0.0,0.0,-326.46112800378745
79,train,1,0,1,43.03110568812593,691.1318844247644,0.0,175.0866896466007,-31.650637022125267,-0.6666666666666666,0.13333333333333333,-12.900815864624011
79,train,2,1,0,13.783042810873894,-53.22415430112005,-0.0,177.27470870416687,21.934304383784426,0.3333333333333333,0.4,-40.65962993946994
80,train,0,1,0,185.33433672975997,-683.4187497577936,0.0,-43.93666223855348,-243.97256494786643,0.13333333333333333,0.0,7.040937216680247
80,train,1,2,1,-636.0248688375916,-700.8700694960503,0.0,32.8665565832433,116.3013266453103,0.06666666666666667,-0.0,-72.69372689377897
81,train,0,1,1,408.8527368731761,457.0777716050138,-0.14285714285714285,-118.40003094708538,-81.6483301440819,-0.5714285714285714,-0.38095238095238093,9.231717105459973
81,train,2,0,0,-124.3756016121182,-170.42583090147946,-0.2857142857142857,28.77587949668363,-0.8209258989035918,0.0,0.7619047619047619,3.4666628370324126
82,train,0,1,1,99.33820068900809,78.77463319985964,0.0,-0.0,0.0,-0.3333333333333333,-0.0,-23.868795762232516
82,train,0,2,1,108.77168448630891,-620.0323641371665,0.0,-0.0,0.0,0.0,0.0,-75.76220475527232
83,validation,1,0,0,65.79023382163138,230.40625393392884,0.0,0.0,-0.0,0.0,3.0,0.0
83,validation,0,2,1,-98.90072644839023,-1225.0842160964767,-0.0,-0.0,-0.0,0.0,-3.0,-0.0
84,validation,0,1,1,-91.29820607563545,48.35528862281808,-0.1,-616.5839314383279,0.0,0.0,-0.4,0.0
84,validation,0,2,1,-685.2396345225126,-3185.501894422213,0.2,-1028.0816565934952,0.0,-1.2,-1.0,0.0
85,train,2,0,1,-31.8365228669754,-164.4695732802577,-0.23809523809523808,5.13334325914735,14.53264633481417,-0.5714285714285714,0.0,-47.25349328044683
85,train,2,1,1,-19.184752003346404,0.0,0.0,-4.823140217142011,-27.460989111886427,0.0,0.047619047619047616,-27.475226928270242
86,train,1,0,0,-94.0483712176549,-29.251055299144355,0.06666666666666667,11.424653325813718,-0.0,0.4,0.3333333333333333,69.11024759539815
86,train,2,0,0,41.52687344875358,858.9141642647091,-0.06666666666666667,405.2751366997182,-0.0,0.4,1.3333333333333333,72.15526032934332
87,train,1,0,0,145.54579795375128,682.4854376830672,2.0,-0.0,0.0,0.3333333333333333,0.0,0.0
87,train,0,2,1,-497.2202146494659,97.64789090832437,0.0,0.0,-0.0,-1.6666666666666665,0.0,0.0
88,validation,0,2,0,818.9781010559814,789.7642190667689,0.0,7.307630968773158,148.5595802226409,-0.6666666666666666,-0.0,-43.00569941551808
88,validation,2,1,1,-292.3673035971943,-483.3709330791894,-0.6000000000000001,57.28547399851853,-45.697970548857725,-0.3333333333333333,0.0,2.5851418855995463
89,validation,1,0,0,119.40858175165079,-2166.23367571731,0.0,132.10963772342043,-0.0,0.0,3.333333333333333,-0.0
89,validation,0,2,1,-239.70051127223894,574.1050487597422,-0.0,-712.8028081864675,0.0,0.0,-2.6666666666666665,0.0
90,test,1,0,0,11.606913254345272,144.25995600447732,0.0,-0.0,113.12963081643025,0.0,0.0,190.8444434895975
90,test,2,0,0,120.21628813621726,528.5903865596456,-0.0,-0.0,33.197966647147666,0.0,0.0,211.21607488525058
91,validation,0,2,0,-231.03986529228735,-906.8760057566915,-0.0,-0.0,0.0,1.0,0.0,0.0
91,validation,1,2,0,-141.93149028922176,-909.6974020051798,0.0,-0.0,0.0,0.0,0.0,0.0
92,test,1,0,1,49.15682203729,-346.49086931895044,0.0,-94.29057891701558,75.12775542913916,0.0,-0.0,-88.76955294433559
92,test,2,1,0,55.50953928825328,269.42203841810624,0.0,-34.26940048599282,-130.430866612729,0.0,0.0,42.44299742933093
93,train,1,0,0,402.97109037437144,900.1241855506555,0.0,-0.0,-0.0,0.6666666666666666,-0.0,149.8861381469203
93,train,0,2,1,-408.15734681897277,-987.9432635050139,-0.0,-0.0,0.0,0.0,0.0,52.44573051000931
94,train,0,1,0,152.6469221623509,51.47489785996822,1.2000000000000002,64.97918638549761,27.60194798203479,0.0,0.6,-0.0
94,train,1,2,1,-243.95752425041843,256.0824928158495,0.0,-14.104883801486984,3.794733678392463,-0.0,-0.8999999999999999,0.0
95,train,0,1,1,13.81108729264696,-560.4500034666798,-0.6666666666666666,-0.0,-0.0,0.3333333333333333,-0.0,0.0
95,train,2,0,0,-39.31598547280339,-129.05675683186473,0.6666666666666666,-0.0,-0.0,0.3333333333333333,0.0,-0.0
96,train,0,1,1,149.96593498316008,83.47612664108101,0.0,57.607703594461896,-187.74903385353596,0.0,-0.19047619047619047,13.160032417598893
96,train,2,0,0,-25.571836198832898,1608.299969638057,0.47619047619047616,106.33702761093748,82.98868275572018,0.14285714285714285,0.19047619047619047,4.27626684409308
97,validation,0,1,0,247.96490865537095,256.0438371483565,0.0,356.52607392943884,-0.0,0.0,-0.0,109.39646947861408
97,validation,1,2,1,-197.14792082692037,-571.9094248753763,0.0,-108.15622176966083,0.0,-0.0,0.0,-100.69900998088369
98,validation,0,2,0,34.24680837017672,1224.4937783482114,-0.0,-0.0,-0.0,0.0,6.0,0.0
98,validation,2,1,1,143.14060504032335,426.5019856479398,0.0,0.0,-0.0,0.0,-2.0,0.0
99,train,2,0,1,-156.13683425856175,-445.09074611258757,-0.16666666666666666,-548.3662788534459,-0.0,-0.0,-0.0,151.95075718972356
99,train,2,1,1,-562.8277319283314,-1915.8339783351075,-0.3333333333333333,-573.0778947484363,-0.0,0.0,-0.0,-39.55244730080014
100,train,0,1,0,-60.98604183581358,-694.3954513489889,0.0,-35.69129791775424,230.49236413892024,0.4,0.0,54.66396684055418
100,train,2,1,0,369.1271710393652,472.0651210108813,0.0,-42.54846716986422,-16.683761768244153,0.8,-0.0,27.623389545821546
101,validation,1,0,1,-515.8843051987242,-2627.722519844131,0.0,-179.08202867489186,113.23662063731832,0.06666666666666667,-0.6666666666666666,-100.07432631821331
101,validation,2,1,0,668.8579737949581,2543.408786676503,-0.0,-67.87477454160968,86.08573429925887,-0.13333333333333333,-1.6666666666666665,47.66923600987025
102,test,1,0,0,272.51589516526315,1564.9702370899622,0.8999999999999999,-28.18459521786806,-101.2216628535596,0.0,0.0,-0.0
102,test,2,0,0,142.52225666591613,-133.6743908008366,-0.3,-47.87117199565621,-71.62161086303718,0.4,0.0,-0.0
103,train,2,0,1,133.18174806136142,-161.2797648593937,0.0,-0.0,0.0,0.0,-0.0,0.0
103,train,2,1,1,73.34753589793877,466.3296871112743,-0.0,-0.0,0.0,0.0,0.0,0.0
104,train,0,2,0,249.26440114980653,-466.37972221363907,0.0,-0.0,0.0,0.0,0.0,86.8925215238882
104,train,1,2,0,68.46468372496122,238.52728415768524,0.0,-0.0,0.0,-0.0,-0.0,181.27131379185874
105,train,2,0,1,68.23149566366442,807.8083087638051,-1.0,0.0,-69.49735634445517,-0.4,1.3333333333333333,1.673171256972591
105,train,1,2,0,71.661006628564,464.96748979682707,-0.3333333333333333,-0.0,208.3793313917594,0.0,-0.26666666666666666,-1.673171256972591
106,train,2,0,1,-228.93672081962083,-708.4028493468013,-0.3333333333333333,0.0,-0.0,0.16666666666666666,0.5,0.0
106,train,2,1,1,-339.2840054684093,-420.0230324427839,-0.3333333333333333,0.0,-0.0,0.16666666666666666,-1.5,0.0
107,train,2,0,1,144.97176268901643,-589.3899990415689,0.4,-109.88598024375963,34.52824404475439,0.0,0.0,-0.0
107,train,2,1,1,-460.332971693589,-1493.0071485081312,0.0,4.796338230352899,-146.77702236287465,0.0,-0.0,-0.0
108,train,0,1,1,143.63741371548923,49.62406368541451,0.47619047619047616,36.26221832199997,8.309970012535587,0.0,-0.42857142857142855,66.76633541480346
108,train,2,0,0,7.949293065528195,174.92300991695674,-0.23809523809523808,44.77203940099619,-24.743180870693386,0.2857142857142857,0.0,-65.21671625837313
109,validation,0,2,0,-451.04695224200486,265.53600017765166,-0.0,0.0,0.0,0.3333333333333333,-1.0,56.91556044251895
109,validation,2,1,1,157.34851891473477,-984.5564362618243,0.0,-0.0,-0.0,0.0,0.5,-34.84915889252384
110,train,2,0,1,-338.8628919225215,-755.837780795091,-0.0,0.0,0.0,0.0,-0.0,0.0
